"geo_type","region","transportation_type","alternative_name","sub-region","country","Date","Value","DateObject","DayName"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-04-25",26.36,2020-04-25,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-04-26",30.47,2020-04-26,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-04-27",31.11,2020-04-27,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-04-28",38.55,2020-04-28,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-04-29",32.97,2020-04-29,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-04-30",37.84,2020-04-30,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-05-01",34.45,2020-05-01,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-05-02",30.72,2020-05-02,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-05-03",31.49,2020-05-03,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-05-04",40.41,2020-05-04,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-05-05",49.45,2020-05-05,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-05-06",49.52,2020-05-06,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-05-07",44.07,2020-05-07,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-05-08",39.9,2020-05-08,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-05-09",41.5,2020-05-09,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-05-10",46.18,2020-05-10,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-05-13",64.72,2020-05-13,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-05-14",63.18,2020-05-14,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-05-15",63.82,2020-05-15,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-05-16",56.13,2020-05-16,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-05-17",55.1,2020-05-17,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-05-18",73.77,2020-05-18,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-05-19",74.73,2020-05-19,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-05-20",93.26,2020-05-20,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-05-21",73.57,2020-05-21,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-05-22",87.88,2020-05-22,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-05-23",75.05,2020-05-23,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-05-24",79.86,2020-05-24,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-05-25",105.84,2020-05-25,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-05-26",93.97,2020-05-26,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-05-27",101.28,2020-05-27,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-05-28",94.48,2020-05-28,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-05-29",85.44,2020-05-29,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-05-30",86.47,2020-05-30,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-05-31",87.43,2020-05-31,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-06-01",110.52,2020-06-01,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-06-02",122.64,2020-06-02,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-06-03",128.03,2020-06-03,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-06-04",119.69,2020-06-04,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-06-05",116.68,2020-06-05,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-06-06",112.83,2020-06-06,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-06-07",108.21,2020-06-07,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-06-08",129.51,2020-06-08,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-06-09",131.37,2020-06-09,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-06-10",143.81,2020-06-10,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-06-11",133.74,2020-06-11,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-06-12",121.81,2020-06-12,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-06-13",115.72,2020-06-13,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-06-14",131.49,2020-06-14,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-06-15",156.83,2020-06-15,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-06-16",161.58,2020-06-16,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-06-17",164.72,2020-06-17,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-06-18",166,2020-06-18,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-06-19",158.31,2020-06-19,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-06-20",157.92,2020-06-20,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-06-21",164.91,2020-06-21,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-06-22",197.05,2020-06-22,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-06-23",202.89,2020-06-23,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-06-24",210.13,2020-06-24,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-06-25",214.62,2020-06-25,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-06-26",201.35,2020-06-26,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-06-27",189.35,2020-06-27,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-06-28",202.63,2020-06-28,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-06-29",243.75,2020-06-29,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-06-30",251.7,2020-06-30,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-07-01",264.02,2020-07-01,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-07-02",263.5,2020-07-02,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-07-03",262.73,2020-07-03,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-07-04",223.86,2020-07-04,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-07-05",296.34,2020-07-05,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-07-06",314.69,2020-07-06,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-07-07",285.18,2020-07-07,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-07-08",284.61,2020-07-08,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-07-09",294.68,2020-07-09,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-07-10",275.63,2020-07-10,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-07-11",272.8,2020-07-11,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-07-12",285.76,2020-07-12,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-07-13",313.34,2020-07-13,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-07-14",312.38,2020-07-14,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-07-15",349.9,2020-07-15,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-07-16",339,2020-07-16,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-07-17",350.42,2020-07-17,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-07-18",329.44,2020-07-18,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-07-19",351.76,2020-07-19,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-07-20",438.49,2020-07-20,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-07-21",447.27,2020-07-21,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-07-22",457.54,2020-07-22,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-07-23",457.99,2020-07-23,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-07-24",433.8,2020-07-24,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-07-25",414.05,2020-07-25,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-07-26",418.02,2020-07-26,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-07-27",496.92,2020-07-27,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-07-28",509.36,2020-07-28,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-07-29",474.21,2020-07-29,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-07-30",457.34,2020-07-30,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-07-31",428.48,2020-07-31,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-08-01",474.86,2020-08-01,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-08-02",507.63,2020-08-02,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-08-03",667.29,2020-08-03,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-08-04",606.61,2020-08-04,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-08-05",624.12,2020-08-05,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-08-06",657.47,2020-08-06,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-08-07",623.86,2020-08-07,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-08-08",593.01,2020-08-08,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-08-09",645.67,2020-08-09,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-08-10",701.15,2020-08-10,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-08-11",694.23,2020-08-11,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-08-12",682.04,2020-08-12,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-08-13",713.86,2020-08-13,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-08-14",669.72,2020-08-14,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-08-15",599.29,2020-08-15,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-08-16",621.68,2020-08-16,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-08-17",684.03,2020-08-17,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-08-18",660.94,2020-08-18,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-08-19",605.32,2020-08-19,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-08-20",589.22,2020-08-20,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-08-21",546.82,2020-08-21,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-08-22",511.93,2020-08-22,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-08-23",472.35,2020-08-23,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-08-24",559.97,2020-08-24,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-08-25",505.45,2020-08-25,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-08-26",489.03,2020-08-26,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-08-27",483.9,2020-08-27,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-08-28",453.05,2020-08-28,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-08-29",377.87,2020-08-29,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-08-30",395.57,2020-08-30,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-08-31",450.99,2020-08-31,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-09-01",486.59,2020-09-01,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-09-02",435.6,2020-09-02,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-09-03",425.91,2020-09-03,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-09-04",378.26,2020-09-04,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-09-05",298.27,2020-09-05,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-09-06",334.12,2020-09-06,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-09-07",402.25,2020-09-07,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-09-08",357.99,2020-09-08,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-09-09",376.97,2020-09-09,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-09-10",337.46,2020-09-10,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-09-11",322.39,2020-09-11,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-09-12",275.11,2020-09-12,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-09-13",272.35,2020-09-13,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-09-14",342.59,2020-09-14,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-09-15",299.87,2020-09-15,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-09-16",346.82,2020-09-16,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-09-17",280.76,2020-09-17,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-09-18",315.33,2020-09-18,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-09-19",251.76,2020-09-19,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-09-20",262.22,2020-09-20,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-09-21",297.31,2020-09-21,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-09-22",297.31,2020-09-22,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-09-23",307.89,2020-09-23,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-09-24",278.83,2020-09-24,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-09-25",267.74,2020-09-25,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-09-26",240.73,2020-09-26,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-09-27",220.27,2020-09-27,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-09-28",261.13,2020-09-28,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-09-29",260.87,2020-09-29,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-09-30",264.34,2020-09-30,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-10-01",228.22,2020-10-01,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-10-02",166.52,2020-10-02,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-10-03",220.01,2020-10-03,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-10-04",196.09,2020-10-04,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-10-05",251.64,2020-10-05,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-10-06",239.96,2020-10-06,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-10-07",232.52,2020-10-07,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-10-08",224.5,2020-10-08,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-10-09",232.39,2020-10-09,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-10-10",203.59,2020-10-10,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-10-11",173.96,2020-10-11,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-10-12",214.82,2020-10-12,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-10-13",212.83,2020-10-13,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-10-14",226.36,2020-10-14,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-10-15",232.65,2020-10-15,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-10-16",228.74,2020-10-16,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-10-17",187.94,2020-10-17,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-10-18",196.02,2020-10-18,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-10-19",211.8,2020-10-19,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-10-20",221.87,2020-10-20,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-10-21",227.13,2020-10-21,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-10-22",223.41,2020-10-22,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-10-23",217.19,2020-10-23,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-10-24",174.02,2020-10-24,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-10-25",170.69,2020-10-25,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-10-26",193.2,2020-10-26,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-10-27",215.91,2020-10-27,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-10-28",203.27,2020-10-28,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-10-29",194.8,2020-10-29,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-10-30",105.13,2020-10-30,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-10-31",81.65,2020-10-31,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-11-01",91.53,2020-11-01,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-11-02",105.13,2020-11-02,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-11-03",87.94,2020-11-03,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-11-04",98.2,2020-11-04,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-11-05",98.08,2020-11-05,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-11-06",95.32,2020-11-06,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-11-07",69.92,2020-11-07,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-11-08",82.49,2020-11-08,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-11-09",107.44,2020-11-09,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-11-10",100,2020-11-10,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-11-11",89.35,2020-11-11,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-11-12",102.37,2020-11-12,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-11-13",87.24,2020-11-13,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-11-14",75.82,2020-11-14,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-11-15",84.28,2020-11-15,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-11-16",108.08,2020-11-16,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-11-17",97.82,2020-11-17,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-11-18",97.31,2020-11-18,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-11-19",99.29,2020-11-19,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-11-20",92.82,2020-11-20,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-11-21",76.46,2020-11-21,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-11-22",81.14,2020-11-22,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-11-23",98.08,2020-11-23,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-11-24",119.5,2020-11-24,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-11-25",112.76,2020-11-25,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-11-26",110.07,2020-11-26,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-11-27",117.51,2020-11-27,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-11-28",102.44,2020-11-28,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-11-29",101.73,2020-11-29,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-11-30",120.59,2020-11-30,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-12-01",123.67,2020-12-01,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-12-02",130.79,2020-12-02,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-12-03",133.29,2020-12-03,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-12-04",118.35,2020-12-04,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-12-05",108.53,2020-12-05,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-12-06",103.78,2020-12-06,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-12-07",124.18,2020-12-07,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-12-08",133.74,2020-12-08,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-12-09",138.29,2020-12-09,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-12-10",124.12,2020-12-10,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-12-11",127.52,2020-12-11,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-12-12",108.6,2020-12-12,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-12-13",108.66,2020-12-13,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-12-14",135.15,2020-12-14,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-12-15",127.26,2020-12-15,"Tuesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-12-16",143.3,2020-12-16,"Wednesday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-12-17",143.3,2020-12-17,"Thursday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-12-18",149.58,2020-12-18,"Friday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-12-19",119.76,2020-12-19,"Saturday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-12-20",118.02,2020-12-20,"Sunday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-12-21",144.52,2020-12-21,"Monday"
"city","Nice","transit","","Provence-Alpes-Côte d'Azur Region","France","2020-12-22",136.82,2020-12-22,"Tuesday"
